time,CESM2-WACCM,MIROC6,MPI-ESM1-2-HR,CNRM-CM6-1,KACE-1-0-G,IPSL-CM6A-LR,MRI-ESM2-0,EC-EARTH3,CANESM5,GFDL-ESM4,IITM-ESM,CNRM-ESM2-1,TAIESM1,UKESM1-0-LL
2035.0,24474817000.0,47971705000.0,40022890000.0,33411326000.0,37414130000.0,33203102000.0,35269366000.0,35623006000.0,23386733000.0,36951050000.0,52696855000.0,36118032000.0,23477560000.0,22494020000.0
2036.0,23130522000.0,47471235000.0,37795426000.0,30258119000.0,36299043000.0,32809955000.0,33420986000.0,34305135000.0,22956810000.0,37475303000.0,51475042000.0,34540550000.0,22379661000.0,21229195000.0
2037.0,21358983000.0,45009010000.0,37084210000.0,27398935000.0,34776363000.0,31678943000.0,31248925000.0,29886534000.0,20994808000.0,35874157000.0,53542230000.0,30711871000.0,21264787000.0,20222444000.0
2038.0,19219382000.0,44189740000.0,36972843000.0,26628430000.0,31900040000.0,30759848000.0,29332257000.0,29387284000.0,19913218000.0,34086963000.0,51585524000.0,30644599000.0,19405370000.0,19275114000.0
2039.0,19217824000.0,44124254000.0,35354833000.0,25042289000.0,29991455000.0,28691458000.0,27781149000.0,28822560000.0,19931718000.0,33255221000.0,50221634000.0,28388663000.0,17590450000.0,16939760000.0
2040.0,18647464000.0,43710783000.0,34758922000.0,22810995000.0,27094403000.0,27162616000.0,26584054000.0,26673203000.0,18596710000.0,32291693000.0,51657540000.0,24797082000.0,16458532000.0,15758129000.0
2041.0,18116270000.0,40603554000.0,35735605000.0,20572400000.0,25998442000.0,26667188000.0,24986446000.0,22481316000.0,17377591000.0,31292238000.0,49725160000.0,22841072000.0,15408709000.0,13817194000.0
2042.0,17284600000.0,39162806000.0,35728160000.0,21350195000.0,24367243000.0,25844540000.0,23360061000.0,18744398000.0,16710031000.0,30351446000.0,46205600000.0,22276178000.0,13466938000.0,12584821000.0
2043.0,15027269000.0,39095340000.0,34299732000.0,20375011000.0,22104246000.0,24308031000.0,21284743000.0,19261135000.0,15546932000.0,30128976000.0,44819546000.0,20014488000.0,12687163000.0,11719924000.0
2044.0,14662658000.0,38267146000.0,31417068000.0,18626062000.0,20866363000.0,21464553000.0,20078322000.0,18895358000.0,13828841000.0,28766069000.0,41710457000.0,18634600000.0,12151856000.0,10880962000.0
2045.0,14299749000.0,36458350000.0,30728176000.0,19036756000.0,19361614000.0,18591836000.0,19602792000.0,18206804000.0,11510144000.0,26264461000.0,40809853000.0,17188379000.0,10740637000.0,10290949000.0
2046.0,12718783000.0,33840454000.0,30279623000.0,18471145000.0,17443955000.0,16891486000.0,19482288000.0,17449116000.0,10805144000.0,24077384000.0,37502153000.0,15895539000.0,10034821000.0,9939499000.0
2047.0,12331688000.0,30720567000.0,30357230000.0,16718886000.0,16602189000.0,16126538000.0,18482452000.0,14901153000.0,9805151000.0,23849994000.0,33630360000.0,15451014000.0,9597075000.0,9653974000.0
2048.0,11850164000.0,30225916000.0,29922587000.0,15962668000.0,16150367000.0,14892818000.0,16764070000.0,12736738000.0,8108133000.0,23165155000.0,31301620000.0,14301762000.0,9239409000.0,8739265000.0
2049.0,10958715000.0,29574052000.0,27589784000.0,14771419000.0,15435759000.0,13661817000.0,16524029000.0,13303602000.0,8023671300.0,21600352000.0,29944584000.0,14294674000.0,8573250000.0,7986905600.0
2050.0,9777647000.0,29036048000.0,23694465000.0,13673054000.0,14905485000.0,13342399000.0,15725782000.0,13035051000.0,7584205300.0,19325380000.0,26964611000.0,13048417000.0,7701067000.0,7909423000.0
2051.0,9947928000.0,26707696000.0,21732428000.0,12242653000.0,15041957000.0,13077632000.0,14211415000.0,12386975000.0,7238938000.0,19747756000.0,24847884000.0,13091406000.0,7417636000.0,7885497300.0
2052.0,10047341000.0,25435711000.0,21642400000.0,11885492000.0,14103354000.0,12655007000.0,14423630000.0,11339141000.0,6917135000.0,19014058000.0,22407055000.0,12492350000.0,7509608400.0,6865588700.0
2053.0,10090460000.0,25323198000.0,21359050000.0,10481907000.0,12975793000.0,11655737000.0,14216097000.0,9733399000.0,6588876000.0,17327260000.0,22885218000.0,11866770000.0,7466582000.0,5837334500.0
2054.0,9527832000.0,25252256000.0,20805583000.0,10694631000.0,13199233000.0,10826121000.0,13188583000.0,9865321000.0,6393649000.0,16372226000.0,22655873000.0,12146316000.0,7241320400.0,5911771000.0
2055.0,8954484000.0,24194816000.0,18994790000.0,9742669000.0,12230951000.0,10412264000.0,13232911000.0,10095310000.0,6214122500.0,15244353000.0,23254974000.0,11837083000.0,6704459000.0,5562045000.0
2056.0,8836388000.0,22942673000.0,18290975000.0,8614914000.0,10833331000.0,10064718000.0,12442357000.0,10180714000.0,5881744000.0,13730010000.0,23209785000.0,11424350000.0,6196296700.0,4899749400.0
2057.0,8266473500.0,21757870000.0,18125752000.0,8468823000.0,9581473000.0,9343031000.0,11864037000.0,9201949000.0,5089048000.0,13774805000.0,22743597000.0,10956870000.0,6057410000.0,4449731000.0
2058.0,7343451600.0,20013830000.0,17153931000.0,8909505000.0,8369836500.0,8778574000.0,11126648000.0,8797096000.0,4748765700.0,13222862000.0,20937218000.0,10863519000.0,5901317600.0,4153381600.0
2059.0,7408550000.0,19015520000.0,16714268000.0,8670385000.0,7899595000.0,8233407500.0,10965727000.0,9012887000.0,4514167000.0,12404178000.0,21060534000.0,10202917000.0,5587110400.0,4172840700.0
2060.0,7162957000.0,19234603000.0,16621926000.0,7582184400.0,7320414000.0,7888955000.0,10407727000.0,8450623000.0,4090226400.0,11409374000.0,20968830000.0,9171948000.0,4921029600.0,4058208300.0
2061.0,6482879500.0,19151735000.0,15637779000.0,7224756000.0,7405347300.0,7504549000.0,9614111000.0,7347773000.0,3845896400.0,11307216000.0,19737436000.0,9255229000.0,4597539300.0,3557445000.0
2062.0,6032535000.0,19614224000.0,14153804000.0,6901357600.0,7139892700.0,7485203500.0,9592169000.0,7318270000.0,3480018700.0,10724787000.0,19427033000.0,8755994000.0,4204552700.0,3316950300.0
2063.0,5545069600.0,19024486000.0,13179801000.0,5943330000.0,6923736600.0,7397012500.0,9384764000.0,7250276400.0,3308436000.0,10183281000.0,19439794000.0,7974002000.0,3842379300.0,3133822500.0
2064.0,4978212000.0,17577103000.0,12997823000.0,5729338000.0,6839585000.0,6866014700.0,9094418000.0,6733242400.0,3228013300.0,9990219000.0,18591640000.0,7059092500.0,3832764000.0,2784190200.0
2065.0,4569286700.0,16415136000.0,12466992000.0,5218214000.0,6649079300.0,6396393000.0,8657491000.0,6270537000.0,3037522400.0,8757258000.0,18360947000.0,7289837600.0,3854422500.0,2440908300.0
2066.0,3920904400.0,16695671000.0,11310660000.0,4839172000.0,6822326300.0,6131149000.0,7943457000.0,6469593000.0,2740063200.0,8631807000.0,18076942000.0,6819725000.0,3661450200.0,2129831800.0
2067.0,3559838500.0,16267093000.0,10550792000.0,4385752600.0,6443282000.0,5433373000.0,7833708000.0,6453804000.0,2389241000.0,8607773000.0,17463032000.0,6157649400.0,3519922200.0,1940016800.0
2068.0,3526919200.0,15091339000.0,10337563000.0,3939727400.0,6054615600.0,4865274000.0,7402824700.0,5687914000.0,2064921600.0,8064082000.0,18159647000.0,5139526700.0,3177670400.0,1794943700.0
2069.0,3230094300.0,14661216000.0,10204261000.0,3556286000.0,5756972500.0,4471816700.0,6684209000.0,5429584000.0,2059877800.0,7993630700.0,17853587000.0,4936140000.0,2951617500.0,1772825900.0
2070.0,3258133800.0,14004589000.0,9696389000.0,3413706200.0,5305839600.0,4274697200.0,6571443000.0,5605944000.0,1909368000.0,7341121500.0,17425674000.0,4576145400.0,2855807500.0,1694407200.0
2071.0,3015781000.0,13098290000.0,8804579000.0,3033441800.0,5287676400.0,4021421000.0,6205647400.0,5445522000.0,1617628300.0,7009337300.0,16455547000.0,4413512700.0,2670611500.0,1500672300.0
2072.0,2800157200.0,12869473000.0,8303376000.0,2903886800.0,4621770000.0,3586173200.0,5903626000.0,4768839000.0,1409808600.0,6613195300.0,16339880000.0,3936274200.0,2422340900.0,1386410100.0
2073.0,2496468200.0,12677858000.0,8168505000.0,2604490500.0,4021595400.0,3458005500.0,5762310700.0,4698597000.0,1479816100.0,6730289000.0,16134548000.0,3698445600.0,2385650000.0,1211389700.0
2074.0,2351998500.0,12000180000.0,7528771000.0,2378422000.0,4162676700.0,3358891800.0,5594896000.0,4487207000.0,1325730700.0,6299129000.0,16490452000.0,3502815000.0,2345145300.0,1159518800.0
2075.0,2244268000.0,11409286000.0,7387973000.0,2375037000.0,4038501600.0,3248961300.0,5106123300.0,4147365400.0,1202629800.0,5811928600.0,16392458000.0,3250849300.0,2174545000.0,1234396000.0
2076.0,2067426200.0,10598195000.0,7418882000.0,2148725200.0,3783347000.0,3223690500.0,4867792000.0,3515218400.0,1203543200.0,5337799000.0,15805666000.0,2862930400.0,2070481800.0,1240187100.0
2077.0,1976925200.0,10213353000.0,7173263400.0,2063289000.0,3660077000.0,3126290400.0,4710277600.0,3435139600.0,1241067100.0,5390535000.0,14269285000.0,2820519000.0,2019059300.0,1084404600.0
2078.0,1773216100.0,10141491000.0,7268912600.0,1893401600.0,3490279400.0,2979253200.0,4559341000.0,3515788500.0,1127016800.0,5109153000.0,13441118000.0,2540504300.0,1903921500.0,1048097100.0
2079.0,1789227600.0,10120047000.0,7374265300.0,1762383200.0,3349426200.0,2793242000.0,4380415500.0,3258772000.0,1089488500.0,4738571300.0,12421435000.0,2384587000.0,1744553000.0,997432900.0
2080.0,1694293200.0,9793767000.0,7107183600.0,1642753000.0,3032004000.0,2605605400.0,4241103600.0,2859374800.0,1085988200.0,4674446300.0,12229241000.0,2165662500.0,1765061200.0,929966200.0
2081.0,1691057700.0,8800172000.0,6551561000.0,1599870600.0,2748951300.0,2238916900.0,3988339500.0,3020081200.0,966879300.0,4659143700.0,11676998000.0,2143915300.0,1700260700.0,838787900.0
2082.0,1542315100.0,7844382700.0,6253292000.0,1515210900.0,2651025700.0,1804676100.0,3789274400.0,3025448000.0,735369860.0,4236322800.0,11238441000.0,1984630800.0,1543533200.0,765615170.0
2083.0,1641712000.0,7951478000.0,5701885400.0,1437743100.0,2442170400.0,1752067100.0,3475023000.0,2617900800.0,731800200.0,3815794000.0,10710939000.0,1849392800.0,1418061700.0,756397900.0
2084.0,1601866800.0,7664402000.0,4799850500.0,1320695200.0,2210045000.0,1694551300.0,3326420700.0,2387497700.0,715349000.0,3811263500.0,10223048000.0,1780499200.0,1412941000.0,705772000.0
2085.0,1481187000.0,7543034000.0,4645499400.0,1282526200.0,2138337300.0,1536367700.0,3054327600.0,2450472200.0,664726300.0,3606422300.0,9861177000.0,1626099800.0,1395896300.0,652263900.0
2086.0,1339901600.0,7302105000.0,4456444000.0,1144563100.0,2112575000.0,1584656900.0,2824657400.0,2427889400.0,639727000.0,3457072000.0,10060640000.0,1586665200.0,1307969400.0,630860900.0
2087.0,1334648800.0,6803529000.0,4440790000.0,985627260.0,2009326600.0,1555289900.0,2720023600.0,2086020600.0,647940350.0,3287138800.0,9286602000.0,1488684300.0,1271346200.0,623394600.0
2088.0,1211785900.0,6664557600.0,4489274000.0,1008017400.0,2053947500.0,1437751300.0,2605539300.0,1866149100.0,633626430.0,3218639600.0,9357658000.0,1446805800.0,1278198700.0,607302700.0
2089.0,1208078600.0,6426803700.0,4382161000.0,952064300.0,2041794800.0,1409971000.0,2539536000.0,1960572200.0,582961100.0,3166309000.0,9187645000.0,1359205600.0,1251811300.0,568426500.0
2090.0,1086499700.0,5922381300.0,4356562400.0,853614900.0,2036022300.0,1289408000.0,2603867000.0,1966620800.0,587731140.0,2891410400.0,8957170000.0,1411555500.0,1206346600.0,487537400.0
2091.0,1088051500.0,5247220700.0,4180787200.0,880925060.0,1973478800.0,1158623100.0,2515571200.0,1834443000.0,574476350.0,2950788600.0,8902103000.0,1276175100.0,1088239500.0,434239650.0
2092.0,1011841340.0,5111582000.0,3786784300.0,825735360.0,1882270700.0,1119125200.0,2440494000.0,1769373000.0,456611040.0,2834834200.0,8319205400.0,1202759800.0,980700740.0,423449800.0
2093.0,923318900.0,4913506000.0,3633310000.0,773484800.0,1925925100.0,1071030140.0,2305401300.0,1839167200.0,447332600.0,2792416300.0,8469857300.0,1119281200.0,969049800.0,414185120.0
2094.0,882916500.0,4872681500.0,3576110800.0,694693300.0,1871559700.0,1098052100.0,2307897300.0,1873391400.0,436138180.0,2621284900.0,8114470400.0,967434300.0,964429250.0,404830800.0
2095.0,813079700.0,4579490000.0,3392792300.0,580260700.0,1707870800.0,1096296100.0,2216747000.0,1801729800.0,418240000.0,2621465000.0,7887040000.0,851725300.0,944042430.0,383015680.0
2096.0,752068160.0,4385189400.0,3119446300.0,507545060.0,1649259000.0,1001949440.0,2270237400.0,1601208000.0,392795260.0,2476818700.0,8106803000.0,797533200.0,898768260.0,354007360.0
2097.0,638916700.0,4529628700.0,2845123000.0,494776640.0,1598020400.0,909326300.0,2194336500.0,1579455200.0,335531460.0,2316945200.0,7699865600.0,769024100.0,854856600.0,325834100.0
2098.0,602703400.0,4289317600.0,2636699000.0,450963170.0,1463615100.0,915690400.0,2044536400.0,1608838500.0,337915040.0,2448973800.0,7512158000.0,740324700.0,827725630.0,303099740.0
2099.0,578744700.0,4024670000.0,2233536000.0,424904450.0,1397382000.0,855871700.0,2053147500.0,1572451200.0,340867460.0,2302186500.0,7418787000.0,699747000.0,823522370.0,267537010.0
2100.0,564994300.0,3839034400.0,2156268300.0,382747680.0,1291344300.0,726024200.0,2032253700.0,1476562000.0,318361660.0,2070482600.0,7771939000.0,627883800.0,769191600.0,262331310.0
